1640.5869,151.86028854
1639.2166300000001,1942.46291539
1630.6213,144.54898294
1619.4099999999999,278.522909
1619.16086,4000
1616.6694599999998,5000
1605.9564400000002,4312
1604.4615999999999,835.56872701
1596.23998,4.799
1594.4959999999999,75.37547949
1580.66873,4.799
1573.8173800000002,21.60580177
1568.5854399999998,1310.586953
1563.10436,594
1557.87242,76.0020496
1556.87586,4.39e-05
1541.55375,9.696
1518.5083,31.88818135
1516.39061,2724.29624239
1516.26604,983.41068131
1515.89233,1362.25833627
1515.76776,449.99997401
1512.90265,22.73840056
1507.04786,150.78018295
1506.79872,143.53155816
1506.67415,983.65215378
1506.54958,141
1503.5599,50.3658124
1498.20339,616.70134331
