1631.7160000000001,1942.46291539
1623.16,144.54898294
1611.9999999999998,278.522909
1611.752,4000
1609.272,5000
1603.0720000000001,453.45895213
1598.6080000000002,4312
1597.12,835.56872701
1588.9360000000001,4.799
1587.1999999999998,75.37547949
1573.436,4.799
1566.6160000000002,21.60580177
1561.408,1310.586953
1555.952,594
1550.744,76.0020496
1549.7520000000002,4.39e-05
1534.5,9.696
1514.1640000000002,980.26982335
1514.0400000000002,2708.31532388
1513.5439999999999,1354.26706672
1513.42,999.99997401
1511.56,31.88818135
1505.98,22.73840056
1500.152,150.78018295
1499.904,143.53155816
1499.78,983.65215378
1499.656,141
1496.68,50.3658124
1491.348,616.70134331
