1629.8359,144.54898294
1618.6299999999999,278.522909
1618.38098,4000
1615.89078,5000
1611.6574400000002,368.0435
1606.80155,331.8089
1605.18292,4312
1603.6888,835.56872701
1595.47114,4.799
1593.7279999999998,75.37547949
1579.90739,4.799
1573.0593400000002,21.60580177
1567.82992,1310.586953
1562.35148,594
1557.12206,76.0020496
1556.1259800000003,4.39e-05
1540.81125,9.696
1519.89357,2720.55437957
1519.7690599999999,980.67137579
1517.7768999999998,31.88818135
1515.78474,1361.04695052
1515.66023,999.99997401
1512.1739499999999,22.73840056
1506.32198,150.78018295
1506.07296,143.53155816
1505.94845,983.65215378
1505.82394,141
1502.8357,50.3658124
1497.48177,616.70134331
