1635.53211,1942.46291539
1626.9561,144.54898294
1615.7699999999998,278.522909
1615.52142,4000
1613.0356199999999,5000
1603.83816,33.57292921
1602.34668,4312
1600.8551999999997,835.56872701
1592.6520600000001,4.799
1590.912,75.37547949
1577.11581,4.799
1570.27986,21.60580177
1565.0596799999998,1310.586953
1559.5909199999999,594
1554.37074,76.0020496
1553.37642,4.39e-05
1538.08875,9.696
1515.0951,31.88818135
1509.50205,22.73840056
1506.14622,987.79293719
1506.0219299999999,2718.52750865
1504.40616,1359.81509031
1504.28187,999.99997401
1503.66042,150.78018295
1503.41184,143.53155816
1503.28755,983.65215378
1503.16326,141
1500.1803,50.3658124
1494.83583,616.70134331
