1638.2955000000002,1942.46291539
1629.7050000000002,144.54898294
1618.4999999999998,278.522909
1618.251,4000
1615.761,5000
1605.054,4312
1603.56,835.56872701
1595.343,4.799
1593.6,75.37547949
1579.7805,4.799
1572.9330000000002,21.60580177
1567.704,1310.586953
1562.2259999999999,594
1556.997,288
1556.3745,970.4020496
1556.0010000000002,4.39e-05
1540.6875,9.696
1534.089,971.43928039
1533.9645,1785.64310886
1533.8400000000001,999.99997401
1517.655,31.88818135
1512.0525,22.73840056
1506.45,892.82155443
1506.201,150.78018295
1505.952,143.53155816
1505.8275,983.65215378
1505.703,141
1502.7150000000001,50.3658124
1497.3615,616.70134331
