1613.1653999999999,5000
1611.5495,475.7105
1606.8260999999998,63.40568429
1602.4756,4312
1601.9784,171.98816
1600.984,835.56872701
1597.255,60.7408
1592.7802000000001,4.799
1591.04,75.37547949
1577.2427,4.799
1570.4062000000001,21.60580177
1565.1855999999998,1310.586953
1559.7164,594
1554.4958,76.0020496
1553.5014,4.928e-05
1538.2125,9.696
1525.7825,975.15884423
1525.6582,2690.99860168
1522.4264,1351.97327244
1522.3021,999.99997401
1515.2169999999999,31.88818135
1509.6235,22.73840056
1503.7814,150.78018295
1503.5328,143.53155816
1503.4085,983.65215378
1503.2842,141
1500.3010000000002,50.3658124
1494.9560999999999,616.70134331
1494.8318000000002,591.47941959
